33,89
34,87
34,91
36,87
38,83
40,79
42,78
44,76
48,72
51,72
53,71
55,68
55,70
63,63
64,53
64,55
66,49
66,58
67,51
69,66
69,68
71,69
75,71
77,72
79,229
86,74
92,77
92,79
103,159
104,171
104,172
104,173
104,174
105,153
106,151
106,159
106,162
108,148
108,151
110,148
118,98
119,132
122,130
123,100
124,100
125,212
125,100
125,127
126,100
127,125
129,123
130,121
133,103
135,103
140,209
143,64
143,209
143,212
145,63
145,212
147,209
151,208
152,255
153,208
153,212
155,208
155,253
156,251
170,252
173,252
176,252
178,249
178,253
180,220
182,220
183,223
184,249
185,229
187,250
188,229
190,236
190,250
190,252
194,248
194,250
199,246
200,207
201,252
201,255
204,252
208,242
211,241
213,240
215,240
221,206
227,254
257,52
289,239
299,215
300,239
302,217
305,220
308,223
308,227
309,242
310,224
311,226
311,228
311,242
312,220
312,245
314,220
314,223
315,246
316,219
316,221
316,223
318,219
318,221
322,218
322,248
324,53
324,56
324,222
326,56
327,226
328,57
330,55
330,57
330,246
331,225
331,243
334,242
337,224
338,60
338,224
338,242
340,224
340,243
341,61
341,224
343,241
344,225
345,64
347,205
347,207
347,236
348,226
348,229
351,68
351,230
353,231
354,202
362,72
396,232
400,231
402,227
402,231
404,231
406,228
406,231
408,228
408,232
410,231
412,231
415,233
418,236
421,238
423,241
426,247
429,252
514,55
515,114
516,56
516,112
519,112
520,60
526,117
534,67
534,69
537,70
541,70
541,73
541,121
545,122
548,81
548,124
548,126
560,99
563,101
563,129
565,130
567,105
567,131
569,131
569,134
571,74
571,109
571,135
572,111
573,133
574,113
575,116
576,120
577,116
577,123
578,136
579,126
581,133
623,80
624,203
624,205
624,209
625,212
625,215
626,79
626,201
627,76
627,205
627,224
627,231
628,209
628,212
628,215
630,225
630,231
634,80
642,71
642,73
642,74
642,96
643,73
643,74
671,160
671,162
675,162
676,165
679,166
683,169
686,168
686,170
688,168
706,127
709,124
710,126
713,128
716,127
716,129
718,128
718,130
23,277
25,274
25,277
31,268
32,265
34,263
37,259
91,283
91,286
94,283
94,286
97,282
101,282
101,284
103,281
103,284
110,279
115,274
124,266
127,263
220,487
224,484
225,483
227,472
227,475
227,480
229,472
229,475
229,479
231,472
231,474
264,266
266,266
268,266
270,263
272,262
273,258
433,257
433,261
433,266
434,264
434,270
506,302
511,297
546,336
549,322
550,318
552,299
552,318
552,328
553,306
553,309
554,304
554,314
556,306
556,309
557,304
559,278
562,279
568,285
573,288
576,291
579,282
582,279
607,289
607,293
609,290
611,278
612,282
612,284
613,288
613,348
615,278
615,281
615,284
618,313
618,314
619,322
620,304
622,298
622,322
622,326
623,304
626,401
628,400
629,400
640,397
642,395
676,282
680,280
680,282
682,279
684,280
688,281
690,311
692,263
692,274
693,265
694,274
695,263
695,265
697,283
697,287
29,607
29,611
30,609
31,611
32,616
34,622
34,628
36,633
36,635
38,632
39,637
41,590
93,569
95,569
97,569
100,568
100,569
101,568
101,569
103,568
103,569
107,565
107,567
109,564
109,566
115,646
118,648
120,647
124,650
128,559
128,562
130,562
146,554
147,552
149,551
151,549
151,552
191,581
203,607
206,605
207,603
208,689
210,601
214,600
216,600
218,599
261,564
264,560
264,563
266,555
266,557
271,550
274,547
276,544
277,600
280,540
281,597
282,591
282,593
283,538
286,536
286,538
286,587
288,536
290,537
349,675
349,677
349,679
353,675
354,674
354,678
356,674
357,677
360,673
363,672
365,626
367,624
369,620
375,612
378,606
379,604
383,601
386,598
386,601
388,595
388,601
388,605
388,608
388,623
388,643
389,591
389,598
389,611
389,612
389,613
389,614
389,620
389,633
390,601
390,605
390,643
391,611
391,612
391,613
391,614
391,630
391,633
392,586
392,597
392,609
392,611
392,612
392,613
392,614
392,617
392,621
392,624
394,584
393,600
395,597
395,600
399,600
400,538
401,596
401,600
403,535
404,532
404,596
405,599
408,595
408,599
411,599
415,595
415,598
418,596
425,650
427,649
429,664
430,648
432,665
447,639
475,612
514,515
515,529
517,532
520,574
523,531
523,533
523,534
524,531
524,533
524,534
524,570
525,531
525,533
525,534
526,531
526,533
526,534
526,568
531,545
533,533
534,529
535,539
535,541
535,543
537,533
537,536
542,529
545,519
545,521
546,515
546,527
547,521
550,531
551,529
554,528
555,531
558,528
561,523
563,523
688,519
688,524
689,513
689,517
689,526
689,528
690,530
690,533
690,535
690,537
692,517
692,519
692,524
692,526
692,535
693,528
693,537
694,535
