0	-2.661936	3.632105	0.008442	0.001785	207.890625
1	-3.824593	3.878818	0.002029	0.003394	179.59375
2	2.636498	-3.003056	-0.004811	0.004969	268.28125
3	0.352543	1.258082	0.001576	6.80000000001e-05	314.3125
4	-0.505707	0.122078	0.00069	0.001352	441.21875
5	2.393108	0.602012	-0.006516	-0.002489	322.8125
6	-0.355623	1.00207	0.002422	0.001281	328.125
7	-3.468509	-2.865658	-0.005134	0.009329	368.1875
8	-11.763236	160.701342	-0.034551	0.008545	489.328125
9	-1.659902	1.514937	0.00039	0.005564	355.59375
10	-5.832475	0.711202	0.001814	0.009733	265.921875
11	-0.684042	-0.856556	0.000847	-0.00265	467.21875
12	-1.533083	-3.874615	0.003277	0.001705	135.53125
13	-2.950721	-6.557576	-0.006378	0.005458	142.046875
14	-0.785285	-2.588876	-0.001245	-0.00049	378.296875
15	69.467394	-9.557136	-0.027115	-0.045289	258.34375
16	10.046427	-13.133566	-0.00321	-0.032699	705.65625
17	-0.89569	-5.87458	-0.002935	0.004205	369.421875
18	2.184407	-2.135343	-0.00125	-0.001564	293.546875
19	0.875604	0.196303	-0.002592	-0.002212	307.21875
20	-4.131425	0.782618	0.001229	0.002058	266.9375
21	-0.273443	-1.93997	0.000274	0.00159	205.390625
22	4.0582	-2.930611	-0.004713	0.004877	209.765625
23	-3.610356	2.833286	0.004227	0.002329	305.84375
24	75.524091	-57.019319	-0.083267	0.010907	598.484375
25	-0.185439	1.010836	0.004296	0.00064	651.765625
26	-9.876279	-1.077553	0.004213	0.006502	164.546875
27	5.286107	-1.915384	-0.000713	-0.002528	185.640625
28	-1.430157	1.706351	0.001538	-0.001326	278.328125
29	0.787501	0.670846	0.001303	0.001728	293.0
30	4.752119	1.013116	-0.001657	-0.002742	184.59375
31	-0.374606	-0.862954	-1e-05	0.001226	216.25
32	-1.943806	-0.19412	-0.001964	0.000123	491.46875
33	-8.150693	0.461834	0.001877	0.006038	475.234375
34	222.567896	-123.484945	-0.074712	0.014602	595.8125
35	-0.963359	1.924696	-0.000481	-0.00027	317.84375
36	-3.633936	-0.016068	-0.003355	-0.000248	704.140625
37	-3.786639	2.615608	0.005262	0.000286	399.15625
38	1.234009	-1.560723	0.001644	-0.000137	92.625
39	0.296761	-1.163008	0.002763	-0.002356	91.28125
40	-1.512712	0.952885	0.003441	-0.003971	100.171875
